row_number,title,detail_url,resource_id,contracting_authority,info,date_published,submission_deadline,procedure,status,notice_pdf_url,award_date,estimated_value,cycle
1888,Tipperary County Council Multi-Party Framework Agreement for Pavement and Associated Works 2024,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2536223,2536223,Tipperary County Council,,Thu Oct 19 16:45:22 IST 2023,Mon Dec 04 12:00:00 GMT 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2536223,,,1
1889,Market Research and Related Services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2503472,2503472,Central Bank of Ireland,,Thu Oct 19 13:34:17 IST 2023,Tue Nov 21 12:00:00 GMT 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2503472,,2000000.0,1
1890,Ten single Supplier frameworks for the provision of Optometry Services to the Irish Prison Service,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2563570,2563570,Irish Prison Service,,Wed Oct 18 15:01:07 IST 2023,Tue Dec 05 12:00:00 GMT 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2563570,,500000.0,1
1891,CFT 3505 - Remedial pruning and felling of trees in proximity to overhead electricity wires – 2 Lots,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2561878,2561878,South Dublin County Council,,Wed Oct 18 12:35:27 IST 2023,Thu Nov 16 16:00:00 GMT 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2561878,,,1
1892,DPS Q FOR CONTRAST INJECTORS CT ANGIO MRI AND ASSOCIATED CONSUMABLES,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=2568491,2568491,Health Service Executive (HSE),,Tue Oct 17 13:02:58 IST 2023,,Dynamic Purchasing System,Established,,,1000000.0,1
1893,Multi Party Framework Agreement for Supply and Delivery of Bagged Cement for Dublin City Council,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2507784,2507784,Dublin City Council,,Mon Oct 16 09:02:28 IST 2023,Mon Nov 20 12:00:00 GMT 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2507784,,40000.0,1
1894,"Establishment of a Single Party Framework for a Hosted HR Information System to include Supply, Migration, Configuration, Ongoing Support and Training",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2161072,2161072,Avista CLG,,Sun Oct 15 11:29:17 IST 2023,Wed Nov 22 12:00:00 GMT 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2161072,,1000000.0,1
1895,National DPS for Nutritional Products and Devices,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=1760307,1760307,Health Service Executive (HSE),,Thu Oct 12 15:44:09 IST 2023,,Dynamic Purchasing System,Established,,Mon May 01 00:00:00 IST 2023,4.0E7,1
1896,TEN2300245 -Multi Party Framework Agreement for Electrical Contractors to carry out Electrical Works to Cavan Co.Council's Housing Stock and other Council Buildings in all relevant Municipal Districts,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2546415,2546415,Cavan County Council,,Thu Oct 12 11:56:06 IST 2023,Thu Nov 09 12:00:00 GMT 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2546415,,,1
1897,"Framework for supply and servicing Electric Machinery, EV vehicles and Electric tools.",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2545187,2545187,Maynooth University,,Thu Oct 12 10:22:40 IST 2023,Fri Nov 17 15:00:00 GMT 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2545187,,200000.0,1
1898,Graphic Design and Web Design Services for University of Galway,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2529314,2529314,The Office of Government Procurement,,Wed Oct 11 15:44:36 IST 2023,Mon Nov 20 12:00:00 GMT 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2529314,,2000000.0,1
1899,BS-TEN-02-2023 GROUND MAINTENANCE IRISH DEFENCE FORCES,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2525590,2525590,Irish Defence Forces_1144,,Wed Oct 11 15:24:54 IST 2023,Tue Nov 21 16:00:00 GMT 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2525590,,500000.0,1
1900,Single Supplier Framework for the supply of Customised Envelopes to the Public Sector,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2527085,2527085,The Office of Government Procurement,,Wed Oct 11 11:56:44 IST 2023,Mon Nov 06 12:00:00 GMT 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2527085,,2000000.0,1
1901,Multi Supplier Framework Agreement for the Provision of Non- Emergency Service User Transport for Mayo University Hospital,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2526014,2526014,Health Service Executive (HSE),,Wed Oct 11 11:38:15 IST 2023,Thu Nov 09 15:00:00 GMT 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2526014,,600000.0,1
1902,Single Party framwork Agreement for the Provision of Cleaning Services to HRI Racecourses,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2458504,2458504,Horse Racing Ireland (HRI),,Tue Oct 10 22:54:41 IST 2023,Fri Nov 17 12:00:00 GMT 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2458504,,,1
1903,Provision of Primary School Meals Service,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2521746,2521746,Longford and Westmeath Education and Training Board,,Sun Oct 08 16:22:50 IST 2023,Mon Nov 06 12:00:00 GMT 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2521746,,1000000.0,1
1904,Single Party Framework Agreement for the Provision of a Single Point Lead Design Team to Complete a Campus Plan for Technological University Dublin,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2522269,2522269,Technological University Dublin (TU Dublin),,Sun Oct 08 15:55:19 IST 2023,Fri Nov 10 17:00:00 GMT 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2522269,,,1
1905,IDA Ireland Request for Tenders for the establishment of a Single Party Framework for a SaaS Human Resources Management System (HRMS),https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2517992,2517992,IDA Ireland,,Sun Oct 08 14:24:26 IST 2023,Tue Nov 07 12:00:00 GMT 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2517992,,4500000.0,1
1906,AG2687F - RFT To Establish a Single Supplier Framework Agreement for the Provision of Labour and Equipment/Machinery to Assist with Culling During Exotic Animal Disease Outbreaks - DAFM,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2520470,2520470,Education Procurement Service (EPS),,Sun Oct 08 13:37:38 IST 2023,Wed Nov 08 14:00:00 GMT 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2520470,,250000.0,1
1907,RE-TENDERED - MULTI-SUPPLIER FRAMEWORK AGREEMENT FOR THE PROVISION OF PROTOTYPE MOULD SERVICES TO TUS,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2499859,2499859,Technological University of the Shannon: Midlands Midwest (TUSMM),,Sat Oct 07 16:54:32 IST 2023,Mon Nov 06 14:00:00 GMT 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2499859,,450000.0,1
1908,"Multi Party Framework Agreement for the Design Supply Planting and Maintenance of flowering perennial, wildflowers and bulbs within Dublin City Councils parks and open spaces.",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2323260,2323260,Dublin City Council,,Fri Oct 06 15:58:49 IST 2023,Fri Nov 17 12:00:00 GMT 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2323260,,1200000.0,1
1909,The Supply of Metalwork/Engineering Classroom Materials to Galway and Roscommon Education and Training Board (2 Lots),https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2507426,2507426,Galway Roscommon Education and Training Board_92189,,Fri Oct 06 15:46:33 IST 2023,Mon Nov 13 12:00:00 GMT 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2507426,,500000.0,1
1910,Provision of Web Development Services,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=1770153,1770153,An Post_391,,Fri Oct 06 14:54:08 IST 2023,,Dynamic Purchasing System,Established,,Mon May 01 00:00:00 IST 2023,0.0,1
1911,"Provision of Content, UX\UI Design Services",https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=1772758,1772758,An Post_391,,Fri Oct 06 14:38:08 IST 2023,,Dynamic Purchasing System,Established,,Mon May 01 00:00:00 IST 2023,0.0,1
1912,TII372 Technical Consultancy Framework,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2288896,2288896,Transport Infrastructure Ireland (TII),,Fri Oct 06 08:55:43 IST 2023,Fri Dec 08 12:00:00 GMT 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2288896,,1.25E8,1
1913,PR Agency Services Japan and South Korea,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2498705,2498705,IDA Ireland,,Thu Oct 05 14:31:47 IST 2023,Mon Nov 06 12:00:00 GMT 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2498705,,400000.0,1
1914,"CFT for Single operator framework for the Supply, Delivery, Installation, Commission and Maintenance of Mobile Generators to the Irish Prison Service.",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2513339,2513339,Irish Prison Service,,Thu Oct 05 13:06:15 IST 2023,Thu Oct 26 12:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2513339,,140000.0,1
1915,TEN2300246 - Multi Party Framework Agreement for Plumbing Contractors to carry out plumbing works to Cavan County Councils Housing Stock and other Council Buildings in all relevant Municipal Districts,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2512733,2512733,Cavan County Council,,Thu Oct 05 12:55:28 IST 2023,Wed Nov 08 12:00:00 GMT 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2512733,,,1
1916,On-Bus Works - Framework for Technology and Fabrication Works on Public Transport Buses 2024 to 2028,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2494546,2494546,National Transport Authority_1149,,Wed Oct 04 16:21:32 IST 2023,Fri Nov 03 12:00:00 GMT 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2494546,,9900000.0,1
1917,Dynamic Purchasing System (DPS) 13/23DL for International Higher Education Student Recruitment for Atlantic Technological University,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=2490495,2490495,Atlantic Technological University,,Wed Oct 04 11:35:19 IST 2023,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2490495,,7500000.0,1
1918,ComReg T09941. RFT to establish Multi Supplier Framework Agreement for the provision of Professional Services (non-legal) to the Commission for Communications Regulation,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2490533,2490533,Commission for Communications Regulation,,Wed Oct 04 11:17:32 IST 2023,Wed Nov 01 17:00:00 GMT 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2490533,,8500000.0,1
1919,Toilets and Showers Academic Centre,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2500319,2500319,Connolly Hospital,,Tue Oct 03 15:33:06 IST 2023,Mon Oct 16 17:00:00 IST 2023,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2500319,,,1
1920,2242 - Qualification System for Transformation Services,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=2483984,2483984,An Post_391,,Sun Oct 01 16:51:28 IST 2023,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2483984,,,1
1921,Dynamic Purchasing System Qualification; MANAGED THREAT DETECTION AND RESPONSE,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=2485277,2485277,Health Service Executive (HSE),,Sun Oct 01 15:34:22 IST 2023,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2485277,,6.0E7,1
1922,DYNAMIC PURCHASING SYSTEM Qualification MANAGED EXTENDED DETECTION AND RESPONSE SERVICE,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=2479970,2479970,Health Service Executive (HSE),,Sun Oct 01 14:03:53 IST 2023,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2479970,,6.0E7,1
1923,2256 - Qualification System for Ergonomics Services,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=2480956,2480956,An Post_391,,Sun Oct 01 11:40:53 IST 2023,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2480956,,3000000.0,1
1924,"DPS: Social Housing through Turnkey Acquisition, Co, Donegal- Drawdown via Competitive Dialogue Procedure",https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=2461070,2461070,Donegal County Council_1193,,Sun Oct 01 10:57:12 IST 2023,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2461070,,2.0E8,1
1925,Request for Tenders for Sessional Counselling Services for Students at Atlantic Technological University,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2477297,2477297,Atlantic Technological University,,Sat Sep 30 15:54:53 IST 2023,Fri Oct 27 12:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2477297,,600000.0,1
1926,Multi-Supplier Framework for the Provision of Network Penetration Testing Services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2432427,2432427,National Transport Authority_1149,,Fri Sep 29 16:51:06 IST 2023,Wed Nov 08 12:00:00 GMT 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2432427,,1540000.0,1
1927,Framework Agreement for the provision of Town Planning Services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2470460,2470460,Grangegorman Development Agency_564,,Fri Sep 29 15:06:24 IST 2023,Tue Nov 07 12:00:00 GMT 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2470460,,300000.0,1
1928,"Hatch Lab, Gorey - The provision of services relating to the management of the Hatch Lab in Gorey.",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2464922,2464922,Wexford County Council,,Thu Sep 28 16:46:26 IST 2023,Mon Oct 30 14:00:00 GMT 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2464922,,,1
1929,Establishment of a Single Party Framework for Maintenance of Traffic Closed Circuit Television CCTV Equipment for Dublin City Council,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2374312,2374312,Dublin City Council,,Thu Sep 28 15:11:10 IST 2023,Thu Nov 16 12:00:00 GMT 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2374312,,,1
1930,Five Multi–Party Frameworks for the Provision of Specialist Natural History Conservation Services to the National Museum of Ireland,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2461183,2461183,National Museum of Ireland,,Thu Sep 28 12:14:29 IST 2023,Wed Nov 01 12:00:00 GMT 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2461183,,5000000.0,1
1931,"2023PR027 Request for Tenders (RFT) for appointment to a Multi-party Framework for the Design, Production and Delivery of Marketing and Digital Communications Materials to the NTMA",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2461030,2461030,National Treasury Management Agency (NTMA),,Thu Sep 28 11:27:04 IST 2023,Fri Nov 03 16:00:00 GMT 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2461030,,,1
1932,7644 IE Board and Senior Management Advisory Services,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=1775077,1775077,Iarnród Eireann-Irish Rail,,Thu Sep 28 10:30:30 IST 2023,,Dynamic Purchasing System,Established,,Mon May 01 00:00:00 IST 2023,0.0,1
1933,8026 Qualification System for Traffic Count Survey at Level Crossings,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=1801012,1801012,Iarnród Eireann-Irish Rail,,Thu Sep 28 10:17:23 IST 2023,,Dynamic Purchasing System,Established,,Mon May 01 00:00:00 IST 2023,0.0,1
1934,8009 Qualification System for General and Medical Specialists,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=1801684,1801684,Iarnród Eireann-Irish Rail,,Thu Sep 28 10:12:12 IST 2023,,Dynamic Purchasing System,Established,,Mon May 01 00:00:00 IST 2023,0.0,1
1935,8056 Qualification System Design Support Services: Topographical Surveys (Onshore and Offshore),https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=1803708,1803708,Iarnród Eireann-Irish Rail,,Thu Sep 28 10:08:30 IST 2023,,Dynamic Purchasing System,Established,,Mon May 01 00:00:00 IST 2023,0.0,1
1936,8057 Qualification System Design Support Services: Bathymetric Surveys,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=1801870,1801870,Iarnród Eireann-Irish Rail,,Thu Sep 28 10:03:52 IST 2023,,Dynamic Purchasing System,Established,,Mon May 01 00:00:00 IST 2023,0.0,1
1937,8093 Qualification System to provide IÉ Geotechnical site Investigation (Onshore and Offshore).,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=1802090,1802090,Iarnród Eireann-Irish Rail,,Thu Sep 28 09:56:30 IST 2023,,Dynamic Purchasing System,Established,,Mon May 01 00:00:00 IST 2023,0.0,1
1938,DPS for the for the provision of vehicles and vehicle adaptation services for St. John of God Community Services clg.,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=2458283,2458283,St John of God Community Services clg,,Wed Sep 27 16:45:18 IST 2023,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2458283,,8000000.0,1
1939,"Request for tender for Education Support workers for Atlantic Technological University, Sligo campus",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2461751,2461751,Atlantic Technological University,,Tue Sep 26 13:30:41 IST 2023,Wed Oct 25 12:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2461751,,150000.0,1
1940,"Dublin City Council Single Party Framework Agreement for the Design, Supply, Delivery and Installation of Mobile Compactors, Cottage Type Containers, Open Containers and Static Compactor Containers",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2421809,2421809,Dublin City Council,,Mon Sep 25 10:50:47 IST 2023,Mon Oct 23 12:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2421809,,660000.0,1
1941,PLI129C - PROJ000008733 - Dynamic Purchasing System for Legal Research Expertise for the Law Reform Commission,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=2408281,2408281,The Office of Government Procurement,,Fri Sep 22 10:47:43 IST 2023,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2408281,,,1
1942,"KCETB invite submissions for the establishment of a Single-Party Framework Agreement for the supply, delivery, commissioning and maintenance of TIG Welders on behalf of KCETB Training Services.",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2444574,2444574,Kilkenny and Carlow ETB,,Fri Sep 22 09:42:31 IST 2023,Mon Oct 16 12:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2444574,,215000.0,1
1943,"Provision of Art Handling, Transport and Logistics Services for the National Museum of Ireland",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2431435,2431435,National Museum of Ireland,,Thu Sep 21 16:16:37 IST 2023,Mon Oct 23 12:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2431435,,5000000.0,1
1944,N4 Carrick to Dromod Road Project - Legal Services,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=2441806,2441806,Leitrim County Council_2136,,Thu Sep 21 12:43:38 IST 2023,,Dynamic Purchasing System,Established,,,,1
1945,FCC/276/22 - DPS to provide Catering Services for Fingal County Council,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=1805449,1805449,Fingal County Council_371,,Thu Sep 21 10:13:48 IST 2023,,Dynamic Purchasing System,Established,,Sat Dec 03 14:18:00 GMT 2022,1000000.0,1
1946,"Framework for Legal Advisory Services in relation to claims and disputes arising from Capital Works Projects including conciliation, mediation, adjudication and arbitration (excluding litigation).",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2424892,2424892,Office of Public Works (OPW),,Wed Sep 20 16:14:25 IST 2023,Thu Nov 02 12:00:00 GMT 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2424892,,1320000.0,1
1947,Cork County Council Response Maintenance Services Framework,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2433935,2433935,Cork County Council,,Wed Sep 20 10:45:49 IST 2023,Thu Nov 09 16:00:00 GMT 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2433935,,4000000.0,1
1948,"Dynamic Purchasing System for refurbishment, roofing and sewage works",https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=2427969,2427969,Údarás Na Gaeltachta_289,,Tue Sep 19 11:32:54 IST 2023,,Dynamic Purchasing System,Established,,Mon May 01 00:00:00 IST 2023,1.1E7,1
1949,Single Party Framework Agreement Urban Runoff Project Supply and Installation of Water Flow and Quality Monitoring equipment and related services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2415561,2415561,Dublin City Council,,Tue Sep 19 09:14:21 IST 2023,Thu Oct 19 17:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2415561,,200000.0,1
1950,Single Supplier Multi-Lot Framework Agreement for the Provision of Mechanical Maintenance and Associated Works for TU Dublin,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2417780,2417780,Technological University Dublin (TU Dublin),,Sun Sep 17 18:12:50 IST 2023,Thu Oct 19 14:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2417780,,,1
1951,"Provision for the Supply, Delivery, Assembly and/or installation of Furniture and Equipment for Longford and Westmeath Education and Training Board (LWETB)",https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=2416746,2416746,Longford and Westmeath Education and Training Board,,Sun Sep 17 16:44:17 IST 2023,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2416746,,6000000.0,1
1952,Multi-Party Framework Agreement for the Supply and Delivery of Plant and Equipment to Parks and Landscape Services in Dublin City Council,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2321815,2321815,Dublin City Council,,Sat Sep 16 15:58:27 IST 2023,Mon Oct 16 12:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2321815,,2000000.0,1
1953,Request for Tenders for the supply of SINGLE USE CHOLANGIOSCOPY AND LITHOTRIPSY DEVICES,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2401703,2401703,St. Vincent's University Hospital,,Fri Sep 15 15:02:27 IST 2023,Wed Oct 18 17:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2401703,,1000000.0,1
1954,IEC014_Mini Competition for Mammography Waiting List Initiative for Mater Misericordiae University Hospital (MMUH),https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=2410964,2410964,Health Service Executive (HSE),,Thu Sep 14 22:17:36 IST 2023,,Dynamic Purchasing System,Established,,,,1
1955,Multi Supplier Framework Agreement for the Provision of Non- Emergency Service User Transport for University Hospital Kerry and St. Patrick’s Day Centre in Co. Kerry,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2384449,2384449,Health Service Executive (HSE),,Sun Sep 10 20:38:21 IST 2023,Thu Oct 12 15:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2384449,,,1
1956,Bus Transport Services for LWETB Students/Participants travelling from and to schools and centres for various individual trips,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=2379779,2379779,Longford and Westmeath Education and Training Board,,Sun Sep 10 16:04:27 IST 2023,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2379779,,1500000.0,1
1957,Programme Management and Administration Support for the Food Works Programme,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2377867,2377867,Teagasc - the Agriculture and Food Development Authority,,Sun Sep 10 11:36:02 IST 2023,Thu Oct 12 14:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2377867,,,1
1958,UCDOPP5359 For mediation services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2377732,2377732,University College Dublin ( UCD ),,Sun Sep 10 11:29:46 IST 2023,Tue Oct 10 12:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2377732,,100000.0,1
