should_bid,confidence,reasoning,relevant_factors,estimated_fit,resource_id,analyzed_at
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) and Construction, facilities, or building works are mentioned in the tender details. These are not IT services.","[""Tender does not mention software, IT, technology, cloud, data, digital, or systems; it's purely physical goods and construction work""]",0,6941131,2025-11-28T15:22:29.283772
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) - Reject immediately",['Primary reason for decision'],0,6943020,2025-11-28T15:22:31.749415
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) as mentioned in the IMMEDIATE DISQUALIFICATION section is applicable for this tender.","[""Tender does not match Version 1's service offering of technology consultancy""]",0,6934781,2025-11-28T15:22:34.623487
False,high,"Non-IT services - Catering, food services, or meals (Service 5)",['Tender details indicate non-IT related service'],0,6954250,2025-11-28T15:22:37.071060
False,high,"The tender is for Network Development and Support Services, which involves IT infrastructure, networking, or cybersecurity services, but the estimated value is not specified. According to Version 1's exclusions, we do not bid on non-technology professional services.","['Exclusion of non-technology professional services', 'Lack of specific estimate']",0,6954199,2025-11-28T15:22:40.321646
False,high,Specific reason - Construction and building work as stated in Section 3 of the tender details.,"['Construction, facilities, or building works']",0,6952706,2025-11-28T15:22:42.830188
False,high,"Physical goods only: Modulated Temperature Differential Scanning Calorimeter equipment is a physical product, and Version 1 does not bid on furniture, fixtures, or physical fit-outs.",['Primary reason for decision'],0,6952604,2025-11-28T15:22:45.592321
False,high,"The tender is for the provision of hot meals under a school meal scheme, which falls under food services. It does not mention software, IT, technology, cloud, data, digital, or systems.",['No IT/technology component mentioned in the title'],0,6950109,2025-11-28T15:22:48.549089
False,low,"Specific reason - the tender details do not mention software, IT, technology, cloud, data, digital, or systems, and it is specified as a physical goods only tender.",['No IT-related services mentioned in the tender title'],0,6951027,2025-11-28T15:22:51.428182
False,high,"Physical goods only (construction) - the tender details mention 'Construction of the Sallins Greenway Link' which falls under physical goods and building works, and Version 1 does not bid on such services.",['Primary reason for decision'],0,6946409,2025-11-28T15:22:54.371131
False,low,"Physical goods only, furniture/equipment not explicitly mentioned but construction/facilities building works are part of the project title, which falls under Version 1's exclusion policy.","[""Project doesn't align with Version 1's capabilities due to lack of IT/technology component""]",0,6920641,2025-11-28T15:22:57.328296
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) are mentioned in the tender details.",['Tender does not mention software or IT services'],0,6947566,2025-11-28T15:22:59.958591
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) and Construction, facilities, or building works are mentioned in the tender title.",['Tender title explicitly mentions non-IT services'],0,6947297,2025-11-28T15:23:02.667646
False,low,"Immediate disqualification - Reject because the tender details contain physical goods ONLY (furniture, equipment, vehicles, supplies)",['Primary reason for decision'],,6946789,2025-11-28T15:23:05.033432
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) as per IMMEDIATE DISQUALIFICATION criteria.",['Primary reason for decision'],0,6912750,2025-11-28T15:23:07.538247
False,high,"The tender is for the supply of a Remotely Operated Vehicle/Unmanned Ground Vehicle (ROV/UGV), which falls under physical goods ONLY. Furniture, equipment, vehicles, supplies, etc. are mentioned in the tender, so it does not meet Version 1's IT-related services criteria.","['Physical goods only', 'Non-IT service']",0,6944519,2025-11-28T15:23:10.984155
False,high,"Physical goods ONLY (furniture, equipment) and Construction, facilities, or building works mentioned in the tender title. Version 1 does not bid on these services.",['Primary reason for decision'],0,6924960,2025-11-28T15:23:13.613467
False,high,"Physical goods ONLY - furniture, equipment, vehicles, supplies, trees, ice machines",['Primary reason for decision'],0,6940414,2025-11-28T15:23:16.046275
False,high,Non-IT services - Provision of Wax Underseal Services is a physical goods service for furniture and equipment.,['Physical goods service'],0,6939357,2025-11-28T15:23:18.486328
False,high,"Specific reason - construction or building work is included in the tender as a separate category 'Construction, facilities, or building works' which falls under non-IT services.",['Primary reason for decision'],0,6936875,2025-11-28T15:23:21.190416
